Manin00g000010.1	IPR036610	PEBP-like superfamily
Manin10g007910.1	IPR005996	Ribosomal protein L30, bacterial-type
Manin10g007910.1	IPR016082	Ribosomal protein L30, ferredoxin-like fold domain
Manin10g007910.1	IPR036919	Ribosomal protein L30, ferredoxin-like fold domain superfamily
Manin10g007920.1	IPR001128	Cytochrome P450
Manin10g007920.1	IPR036396	Cytochrome P450 superfamily
Manin10g007930.1	IPR003832	Protein of unknown function DUF212
Manin10g007930.1	IPR007657	Glycosyltransferase 61
Manin10g007940.1	IPR004823	TATA box binding protein associated factor (TAF)
Manin10g007940.1	IPR009072	Histone-fold
Manin10g007940.1	IPR011442	TAF6, C-terminal HEAT repeat domain
Manin10g007940.1	IPR016024	Armadillo-type fold
Manin10g007950.1	IPR000158	Cell division protein FtsZ
Manin10g007950.1	IPR003008	Tubulin/FtsZ, GTPase domain
Manin10g007950.1	IPR008280	Tubulin/FtsZ, C-terminal
Manin10g007950.1	IPR024757	Cell division protein FtsZ, C-terminal
Manin10g007950.1	IPR036525	Tubulin/FtsZ, GTPase domain superfamily
Manin10g007960.1	IPR008389	ATPase, V0 complex, subunit e1/e2
Manin10g007960.2	IPR008389	ATPase, V0 complex, subunit e1/e2
Manin10g007970.1	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type
Manin10g007970.1	IPR011010	DNA breaking-rejoining enzyme, catalytic core
Manin10g007970.1	IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type
Manin10g007970.1	IPR025834	Topoisomerase I C-terminal domain
Manin10g007970.1	IPR036202	DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily
Manin10g007970.2	IPR008336	DNA topoisomerase I, DNA binding, eukaryotic-type
Manin10g007970.2	IPR011010	DNA breaking-rejoining enzyme, catalytic core
Manin10g007970.2	IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type
Manin10g007970.2	IPR025834	Topoisomerase I C-terminal domain
Manin10g007970.2	IPR036202	DNA topoisomerase I, DNA binding, eukaryotic-type, N-terminal domain superfamily
Manin10g007980.1	IPR032805	Wax synthase domain
Manin10g007990.1	IPR032805	Wax synthase domain
Manin10g008000.1	IPR001715	Calponin homology domain
Manin10g008000.1	IPR011992	EF-hand domain pair
Manin10g008000.1	IPR036872	CH domain superfamily
Manin10g008010.1	IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
Manin10g008010.1	IPR036312	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily
Manin10g008020.1	IPR004709	Na+/H+ exchanger
Manin10g008020.1	IPR006153	Cation/H+ exchanger
Manin10g008030.1	IPR007657	Glycosyltransferase 61
Manin10g008040.1	IPR013878	Mo25-like
Manin10g008040.1	IPR016024	Armadillo-type fold
Manin10g008050.1	IPR001047	Ribosomal protein S8e
Manin10g008050.1	IPR022309	Ribosomal protein S8e/ribosomal biogenesis NSA2
Manin10g008060.1	IPR000008	C2 domain
Manin10g008060.1	IPR035892	C2 domain superfamily
Manin10g008070.1	IPR000504	RNA recognition motif domain
Manin10g008070.1	IPR035979	RNA-binding domain superfamily
Manin10g008080.1	IPR000719	Protein kinase domain
Manin10g008080.1	IPR011009	Protein kinase-like domain superfamily
Manin10g008090.1	IPR003657	WRKY domain
Manin10g008090.1	IPR036576	WRKY domain superfamily
Manin10g008130.1	IPR000504	RNA recognition motif domain
Manin10g008130.1	IPR000571	Zinc finger, CCCH-type
Manin10g008130.1	IPR025605	OST-HTH/LOTUS domain
Manin10g008130.1	IPR035979	RNA-binding domain superfamily
Manin10g008130.1	IPR036855	Zinc finger, CCCH-type superfamily
Manin10g008140.1	IPR000225	Armadillo
Manin10g008140.1	IPR006895	Zinc finger, Sec23/Sec24-type
Manin10g008140.1	IPR006896	Sec23/Sec24, trunk domain
Manin10g008140.1	IPR006900	Sec23/Sec24, helical domain
Manin10g008140.1	IPR016024	Armadillo-type fold
Manin10g008140.1	IPR021133	HEAT, type 2
Manin10g008140.1	IPR036174	Zinc finger, Sec23/Sec24-type superfamily
Manin10g008140.1	IPR036175	Sec23/Sec24 helical domain superfamily
Manin10g008140.1	IPR036180	Gelsolin-like domain superfamily
Manin10g008140.1	IPR036465	von Willebrand factor A-like domain superfamily
Manin10g008150.1	IPR000644	CBS domain
Manin10g008150.1	IPR002550	CNNM, transmembrane domain
Manin10g008150.1	IPR005170	Transporter-associated domain
Manin10g008150.1	IPR036318	FAD-binding, type PCMH-like superfamily
Manin10g008160.1	IPR003439	ABC transporter-like, ATP-binding domain
Manin10g008160.1	IPR011527	ABC transporter type 1, transmembrane domain
Manin10g008160.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008160.1	IPR036640	ABC transporter type 1, transmembrane domain superfamily
Manin10g008170.1	IPR001128	Cytochrome P450
Manin10g008170.1	IPR036396	Cytochrome P450 superfamily
Manin10g008180.1	IPR001451	Hexapeptide repeat
Manin10g008180.1	IPR005881	Serine O-acetyltransferase
Manin10g008180.1	IPR010493	Serine acetyltransferase, N-terminal
Manin10g008180.1	IPR011004	Trimeric LpxA-like superfamily
Manin10g008190.1	IPR001848	Ribosomal protein S10
Manin10g008190.1	IPR027486	Ribosomal protein S10 domain
Manin10g008190.1	IPR036838	Ribosomal protein S10 domain superfamily
Manin10g008200.1	IPR000070	Pectinesterase, catalytic
Manin10g008200.1	IPR011050	Pectin lyase fold/virulence factor
Manin10g008210.1	IPR001025	Bromo adjacent homology (BAH) domain
Manin10g008210.1	IPR008395	Agenet-like domain
Manin10g008230.1	IPR004274	FCP1 homology domain
Manin10g008230.1	IPR036412	HAD-like superfamily
Manin10g008250.1	IPR002048	EF-hand domain
Manin10g008250.1	IPR011992	EF-hand domain pair
Manin10g008250.1	IPR013099	Potassium channel domain
Manin10g008270.1	IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
Manin10g008270.1	IPR009072	Histone-fold
Manin10g008280.1	IPR000504	RNA recognition motif domain
Manin10g008280.1	IPR035979	RNA-binding domain superfamily
Manin10g008300.1	IPR003000	Sirtuin family
Manin10g008300.1	IPR026590	Sirtuin family, catalytic core domain
Manin10g008300.1	IPR029035	DHS-like NAD/FAD-binding domain superfamily
Manin10g008310.1	IPR000719	Protein kinase domain
Manin10g008310.1	IPR001220	Legume lectin domain
Manin10g008310.1	IPR011009	Protein kinase-like domain superfamily
Manin10g008310.1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Manin10g008320.1	IPR006941	Ribonuclease CAF1
Manin10g008320.1	IPR012337	Ribonuclease H-like superfamily
Manin10g008330.1	IPR000569	HECT domain
Manin10g008330.1	IPR003903	Ubiquitin interacting motif
Manin10g008330.1	IPR009060	UBA-like superfamily
Manin10g008330.1	IPR010309	E3 ubiquitin ligase, domain of unknown function DUF908
Manin10g008330.1	IPR010314	E3 ubiquitin ligase, domain of unknown function DUF913
Manin10g008330.1	IPR015940	Ubiquitin-associated domain
Manin10g008330.1	IPR016024	Armadillo-type fold
Manin10g008330.1	IPR025527	HUWE1/Rev1, ubiquitin binding region
Manin10g008330.1	IPR035983	HECT, E3 ligase catalytic domain
Manin10g008340.1	IPR008700	RIN4, pathogenic type III effector avirulence factor Avr cleavage site
Manin10g008350.1	IPR005150	Cellulose synthase
Manin10g008350.1	IPR009038	GOLD domain
Manin10g008350.1	IPR029044	Nucleotide-diphospho-sugar transferases
Manin10g008360.1	IPR008545	WEB family
Manin10g008370.1	IPR009737	Thioredoxin-like ferredoxin
Manin10g008370.1	IPR036249	Thioredoxin-like superfamily
Manin10g008380.1	IPR000719	Protein kinase domain
Manin10g008380.1	IPR001251	CRAL-TRIO lipid binding domain
Manin10g008380.1	IPR011009	Protein kinase-like domain superfamily
Manin10g008380.1	IPR011074	CRAL/TRIO, N-terminal domain
Manin10g008380.1	IPR036273	CRAL/TRIO, N-terminal domain superfamily
Manin10g008380.1	IPR036865	CRAL-TRIO lipid binding domain superfamily
Manin10g008390.1	IPR001678	SAM-dependent methyltransferase RsmB/NOP2-type
Manin10g008390.1	IPR004813	Oligopeptide transporter, OPT superfamily
Manin10g008390.1	IPR011023	Nop2p
Manin10g008390.1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase
Manin10g008400.1	IPR004813	Oligopeptide transporter, OPT superfamily
Manin10g008420.1	IPR005366	ER membrane protein complex subunit 8/9
Manin10g008420.1	IPR037518	MPN domain
Manin10g008430.1	IPR000504	RNA recognition motif domain
Manin10g008430.1	IPR035979	RNA-binding domain superfamily
Manin10g008440.1	IPR009060	UBA-like superfamily
Manin10g008440.1	IPR009719	GBF-interacting protein 1, N-terminal
Manin10g008440.2	IPR009060	UBA-like superfamily
Manin10g008440.2	IPR009719	GBF-interacting protein 1, N-terminal
Manin10g008470.1	IPR006973	Pre-mRNA-splicing factor  Cwf15/Cwc15
Manin10g008470.2	IPR006973	Pre-mRNA-splicing factor  Cwf15/Cwc15
Manin10g008480.1	IPR000092	Polyprenyl synthetase
Manin10g008480.1	IPR008949	Isoprenoid synthase domain superfamily
Manin10g008500.1	IPR002048	EF-hand domain
Manin10g008500.1	IPR011992	EF-hand domain pair
Manin10g008500.2	IPR002048	EF-hand domain
Manin10g008500.2	IPR011992	EF-hand domain pair
Manin10g008510.1	IPR001404	Heat shock protein Hsp90 family
Manin10g008510.1	IPR003594	Histidine kinase/HSP90-like ATPase
Manin10g008510.1	IPR020568	Ribosomal protein S5 domain 2-type fold
Manin10g008510.1	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
Manin10g008510.1	IPR037196	HSP90, C-terminal domain
Manin10g008520.1	IPR007305	Vesicle transport protein, Got1/SFT2-like
Manin10g008520.2	IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain
Manin10g008520.3	IPR007305	Vesicle transport protein, Got1/SFT2-like
Manin10g008520.4	IPR007305	Vesicle transport protein, Got1/SFT2-like
Manin10g008530.1	IPR001715	Calponin homology domain
Manin10g008530.1	IPR001752	Kinesin motor domain
Manin10g008530.1	IPR003783	Regulatory protein RecX
Manin10g008530.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008530.1	IPR031852	Spindle pole body-associated protein Vik1/Cik1, microtubule binding domain
Manin10g008530.1	IPR036872	CH domain superfamily
Manin10g008540.1	IPR000764	Uridine kinase-like
Manin10g008540.1	IPR006083	Phosphoribulokinase/uridine kinase
Manin10g008540.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008540.1	IPR029057	Phosphoribosyltransferase-like
Manin10g008560.1	IPR001611	Leucine-rich repeat
Manin10g008560.1	IPR002182	NB-ARC
Manin10g008560.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008570.1	IPR000741	Fructose-bisphosphate aldolase, class-I
Manin10g008580.1	IPR041118	Rx, N-terminal
Manin10g008590.1	IPR001611	Leucine-rich repeat
Manin10g008590.1	IPR002182	NB-ARC
Manin10g008590.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008600.1	IPR001611	Leucine-rich repeat
Manin10g008600.1	IPR002182	NB-ARC
Manin10g008600.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008620.1	IPR002182	NB-ARC
Manin10g008620.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008630.1	IPR036163	Heavy metal-associated domain superfamily
Manin10g008640.1	IPR000210	BTB/POZ domain
Manin10g008640.1	IPR011333	SKP1/BTB/POZ domain superfamily
Manin10g008650.1	IPR000626	Ubiquitin-like domain
Manin10g008650.1	IPR009060	UBA-like superfamily
Manin10g008650.1	IPR015940	Ubiquitin-associated domain
Manin10g008650.1	IPR019103	Aspartic peptidase, DDI1-type
Manin10g008650.1	IPR021109	Aspartic peptidase domain superfamily
Manin10g008650.1	IPR029071	Ubiquitin-like domain superfamily
Manin10g008660.1	IPR005607	BSD domain
Manin10g008660.1	IPR013876	TFIIH p62 subunit, N-terminal
Manin10g008660.1	IPR035925	BSD domain superfamily
Manin10g008660.2	IPR005607	BSD domain
Manin10g008660.2	IPR013876	TFIIH p62 subunit, N-terminal
Manin10g008660.2	IPR035925	BSD domain superfamily
Manin10g008660.3	IPR005607	BSD domain
Manin10g008660.3	IPR013876	TFIIH p62 subunit, N-terminal
Manin10g008660.3	IPR035925	BSD domain superfamily
Manin10g008670.1	IPR001623	DnaJ domain
Manin10g008670.1	IPR036869	Chaperone J-domain superfamily
Manin10g008680.1	IPR001623	DnaJ domain
Manin10g008680.1	IPR036869	Chaperone J-domain superfamily
Manin10g008690.1	IPR003780	COX15/CtaA family
Manin10g008700.1	IPR004798	Calcium/proton exchanger CAX-like
Manin10g008700.1	IPR004837	Sodium/calcium exchanger membrane region
Manin10g008700.2	IPR004798	Calcium/proton exchanger CAX-like
Manin10g008700.2	IPR004837	Sodium/calcium exchanger membrane region
Manin10g008710.1	IPR001005	SANT/Myb domain
Manin10g008710.1	IPR009057	Homeobox-like domain superfamily
Manin10g008710.1	IPR017930	Myb domain
Manin10g008730.1	IPR001680	WD40 repeat
Manin10g008730.1	IPR036322	WD40-repeat-containing domain superfamily
Manin10g008740.1	IPR032377	STAR protein, homodimerisation region
Manin10g008740.1	IPR036612	K Homology domain, type 1 superfamily
Manin10g008750.1	IPR002048	EF-hand domain
Manin10g008750.1	IPR011992	EF-hand domain pair
Manin10g008750.2	IPR002048	EF-hand domain
Manin10g008750.2	IPR011992	EF-hand domain pair
Manin10g008750.3	IPR002048	EF-hand domain
Manin10g008750.3	IPR011992	EF-hand domain pair
Manin10g008760.1	IPR000608	Ubiquitin-conjugating enzyme E2
Manin10g008760.1	IPR016135	Ubiquitin-conjugating enzyme/RWD-like
Manin10g008770.1	IPR001251	CRAL-TRIO lipid binding domain
Manin10g008770.1	IPR011074	CRAL/TRIO, N-terminal domain
Manin10g008770.1	IPR036273	CRAL/TRIO, N-terminal domain superfamily
Manin10g008770.1	IPR036865	CRAL-TRIO lipid binding domain superfamily
Manin10g008770.2	IPR001251	CRAL-TRIO lipid binding domain
Manin10g008770.2	IPR011074	CRAL/TRIO, N-terminal domain
Manin10g008770.2	IPR036273	CRAL/TRIO, N-terminal domain superfamily
Manin10g008770.2	IPR036865	CRAL-TRIO lipid binding domain superfamily
Manin10g008780.1	IPR001680	WD40 repeat
Manin10g008780.1	IPR036322	WD40-repeat-containing domain superfamily
Manin10g008780.2	IPR001680	WD40 repeat
Manin10g008780.2	IPR036322	WD40-repeat-containing domain superfamily
Manin10g008780.3	IPR001680	WD40 repeat
Manin10g008780.3	IPR036322	WD40-repeat-containing domain superfamily
Manin10g008790.1	IPR001606	ARID DNA-binding domain
Manin10g008790.1	IPR009071	High mobility group box domain
Manin10g008790.1	IPR036431	ARID DNA-binding domain superfamily
Manin10g008790.1	IPR036910	High mobility group box domain superfamily
Manin10g008810.1	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Manin10g008810.1	IPR002182	NB-ARC
Manin10g008810.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin10g008810.1	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Manin10g008840.1	IPR000644	CBS domain
Manin10g008840.1	IPR001807	Chloride channel, voltage gated
Manin10g008840.1	IPR014743	Chloride channel, core
Manin10g008850.1	IPR003657	WRKY domain
Manin10g008850.1	IPR036576	WRKY domain superfamily
Manin10g008850.2	IPR003657	WRKY domain
Manin10g008850.2	IPR036576	WRKY domain superfamily
Manin10g008860.1	IPR000719	Protein kinase domain
Manin10g008860.1	IPR001611	Leucine-rich repeat
Manin10g008860.1	IPR011009	Protein kinase-like domain superfamily
Manin10g008860.1	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Manin10g008860.1	IPR045381	Brassinosteroid receptor  BRI1, island domain
Manin10g008870.1	IPR005493	Ribonuclease E inhibitor RraA/RraA-like protein
Manin10g008870.1	IPR010203	Regulator of ribonuclease activity A
Manin10g008870.1	IPR036704	Ribonuclease E inhibitor RraA/RraA-like superfamily
Manin10g008880.1	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain
Manin10g008880.1	IPR024969	Rpn11/EIF3F, C-terminal
Manin10g008880.1	IPR037518	MPN domain
Manin10g008890.1	IPR001440	Tetratricopeptide repeat 1
Manin10g008890.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin10g008890.1	IPR019734	Tetratricopeptide repeat
Manin10g008900.1	IPR005202	Transcription factor GRAS
Manin10g008910.1	IPR001932	PPM-type phosphatase domain
Manin10g008910.1	IPR036457	PPM-type phosphatase domain superfamily
Manin11g000010.1	IPR002885	Pentatricopeptide repeat
Manin11g000010.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin11g000030.1	IPR008921	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal
Manin11g000030.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin11g000040.1	IPR005513	Late embryogenesis abundant protein, LEA_1 subgroup
Manin11g000050.1	IPR029045	ClpP/crotonase-like domain superfamily
Manin11g000050.1	IPR045004	Enoyl-CoA hydratase/isomerase domain
Manin11g000060.1	IPR001128	Cytochrome P450
Manin11g000060.1	IPR036396	Cytochrome P450 superfamily
Manin11g000080.1	IPR000719	Protein kinase domain
Manin11g000080.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin11g000080.1	IPR011009	Protein kinase-like domain superfamily
Manin11g000080.1	IPR011990	Tetratricopeptide-like helical domain superfamily
Manin11g000090.1	IPR006694	Fatty acid hydroxylase
Manin11g000090.1	IPR021940	Uncharacterised domain Wax2, C-terminal
Manin11g000100.1	IPR000375	Dynamin stalk domain
Manin11g000100.1	IPR003130	Dynamin GTPase effector
Manin11g000100.1	IPR010674	Nucleolar GTP-binding protein 1, Rossman-fold domain
Manin11g000100.1	IPR020850	GTPase effector domain
Manin11g000100.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin11g000100.1	IPR030381	Dynamin-type guanine nucleotide-binding (G) domain
Manin11g000100.1	IPR030389	FeoB-type guanine nucleotide-binding (G) domain
Manin11g000100.1	IPR041623	NOG1, N-terminal helical domain
Manin11g000100.1	IPR045063	Dynamin, N-terminal
Manin11g000120.1	IPR001806	Small GTPase
Manin11g000120.1	IPR005225	Small GTP-binding protein domain
Manin11g000120.1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Manin11g000130.1	IPR003231	Acyl carrier protein (ACP)
Manin11g000130.1	IPR009081	Phosphopantetheine binding ACP domain
Manin11g000130.1	IPR036736	ACP-like superfamily
Manin11g000140.1	IPR006501	Pectinesterase inhibitor domain
Manin11g000140.1	IPR035513	Invertase/pectin methylesterase inhibitor domain superfamily
Manin11g000160.1	IPR011032	GroES-like superfamily
Manin11g000160.1	IPR020818	GroES chaperonin family
Manin11g000170.1	IPR001841	Zinc finger, RING-type
Manin11g000180.1	IPR000719	Protein kinase domain
Manin11g000180.1	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin11g000180.1	IPR011009	Protein kinase-like domain superfamily
Manin11g000180.2	IPR000719	Protein kinase domain
Manin11g000180.2	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
Manin11g000180.2	IPR011009	Protein kinase-like domain superfamily
Manin11g000190.1	IPR002674	Ribosomal protein L37ae
Manin11g000190.1	IPR003890	MIF4G-like, type 3
Manin11g000190.1	IPR003891	Initiation factor eIF-4 gamma, MA3
Manin11g000190.1	IPR011332	Zinc-binding ribosomal protein
Manin11g000190.1	IPR016024	Armadillo-type fold
Manin11g000200.1	IPR003409	MORN motif
Manin11g000210.1	IPR000704	Casein kinase II, regulatory subunit
